SalesOrderID,ShipMethodID,ShipToAddressID,TerritoryID
50915,1,21656,9
50916,1,12959,1
50917,1,11538,7
50918,1,14429,7
50919,1,16158,8
50920,1,29176,7
50921,1,20929,10
50922,1,19869,8
50923,1,26213,4
50924,1,26754,9
50925,1,22519,9
50926,1,20878,9
50927,1,15722,9
50928,1,19350,9
50929,1,26866,9
50930,1,15685,7
50931,1,21326,7
50932,1,16057,7
50933,1,24554,7
50934,1,27059,8
50935,1,12328,1
50936,1,22293,9
50937,1,24737,4
50938,1,23372,8
50939,1,18616,7
50940,1,12003,10
50941,1,11650,7
50942,1,12916,7
50943,1,18966,9
50944,1,26987,9
50945,1,28930,9
50946,1,17535,9
50947,1,25307,4
50948,1,19850,10
50949,1,25196,10
50950,1,14393,7
50951,1,26677,10
50952,1,28433,1
50953,1,21722,4
50954,1,13720,9
50955,1,15181,4
50956,1,15911,4
50957,1,12788,7
50958,1,19313,7
50959,1,27490,7
50960,1,28636,8
50961,1,21222,7
50962,1,28180,7
50963,1,25795,10
50964,1,12204,8
50965,1,23707,1
50966,1,20347,4
50967,1,29585,4
50968,1,12763,4
50969,1,18359,4
50970,1,19758,4
50971,1,18018,10
50972,1,14957,9
50973,1,12852,6
50974,1,13040,4
50975,1,20605,9
50976,1,24079,9
50977,1,16358,9
50978,1,11423,9
50979,1,14863,4
50980,1,16794,4
50981,1,16728,10
50982,1,29299,10
50983,1,27540,10
50984,1,26145,7
50985,1,18400,1
50986,1,18490,4
50987,1,15003,4
50988,1,29828,9
50989,1,20240,9
50990,1,13142,9
50991,1,11871,9
50992,1,26857,9
50993,1,13596,9
50994,1,13460,9
50995,1,21042,1
50996,1,16126,4
50997,1,20677,8
50998,1,28558,8
50999,1,17301,7
51000,1,15573,9
51001,1,14363,4
51002,1,15249,8
51003,1,24093,8
51004,1,17238,1
51005,1,23811,4
51006,1,19436,1
51007,1,28633,9
51008,1,26449,9
51009,1,12501,9
51010,1,14360,4
51011,1,20470,7
51012,1,17647,8
51013,1,15299,7
51014,1,12516,7
51015,1,17573,7
51016,1,23818,7
51017,1,29040,1
51018,1,11530,9
51019,1,29305,9
51020,1,13606,9
51021,1,13238,7
51022,1,18235,7
51023,1,14300,10
51024,1,19786,8
51025,1,15221,9
51026,1,18480,9
51027,1,18223,9
51028,1,14061,9
51029,1,17859,9
51030,1,25309,1
51031,1,12941,10
51032,1,19267,4
51033,1,13339,9
51034,1,16947,9
51035,1,23605,9
51036,1,20836,9
51037,1,18113,10
51038,1,21329,1
51039,1,18416,8
51040,1,24933,10
51041,1,24504,7
51042,1,17985,7
51043,1,28159,10
51044,1,12470,8
51045,1,17758,8
51046,1,17015,1
51047,1,14635,9
51048,1,22291,9
51049,1,17628,9
51050,1,25023,9
51051,1,13170,1
51052,1,16451,8
51053,1,21353,7
51054,1,16335,7
51055,1,22685,7
51056,1,29725,4
51057,1,13947,4
51058,1,11778,4
51059,1,28887,9
51060,1,19607,9
51061,1,13438,9
51062,1,16675,9
51063,1,25742,9
51064,1,14888,4
51065,1,26937,4
51066,1,12030,1
51067,1,16570,4
51068,1,25411,9
51069,1,24949,9
51070,1,21334,9
51071,1,16070,6
51072,1,11561,4
51073,1,29504,10
51074,1,28726,10
51075,1,26162,8
51076,1,26889,1
51077,1,12400,9
51078,1,20620,9
51079,1,22692,9
51080,1,13028,9
51081,5,985,5
51082,5,1059,4
51083,5,647,10
51084,5,636,10
51085,5,627,3
51086,5,921,5
51087,5,428,9
51088,5,767,2
51089,5,849,1
51090,5,1068,4
51091,5,584,3
51092,5,494,6
51093,5,893,1
51094,5,439,9
51095,5,1051,4
51096,5,529,6
51097,5,895,1
51098,5,747,8
51099,5,1003,4
51100,5,464,6
51101,5,821,2
51102,5,1060,4
51103,5,693,7
51104,5,694,7
51105,5,631,3
51106,5,1044,4
51107,5,956,5
51108,5,968,5
51109,5,731,8
51110,5,755,5
51111,5,820,2
51112,5,831,2
51113,5,465,6
51114,5,556,6
51115,5,911,5
51116,5,525,6
51117,5,994,4
51118,5,934,5
51119,5,787,2
51120,5,645,10
51121,5,1069,4
51122,5,11380,4
51123,5,865,1
51124,5,485,6
51125,5,746,8
51126,5,1023,4
51127,5,889,1
51128,5,875,1
51129,5,579,3
51130,5,517,6
51131,5,1088,4
51132,5,482,6
51133,5,1018,4
51134,5,411,9
51135,5,650,10
51136,5,860,1
51137,5,962,5
51138,5,882,1
51139,5,1033,4
51140,5,826,3
51141,5,782,2
51142,5,623,4
51143,5,664,10
51144,5,592,4
51145,5,904,1
51146,5,888,1
51147,5,917,5
51148,5,845,1
51149,5,801,3
51150,5,417,9
51151,5,1075,3
51152,5,414,9
51153,5,578,4
51154,5,1024,4
51155,5,741,8
51156,5,515,6
51157,5,800,2
51158,5,952,5
51159,5,570,4
51160,5,526,6
51161,5,719,8
51162,5,958,5
51163,5,871,1
51164,5,9,1
51165,5,1029,4
51166,5,746,8
51167,5,1101,1
51168,5,682,7
51169,5,732,8
51170,5,750,8
51171,5,750,8
51172,5,736,8
51173,5,437,9
51174,5,442,9
51175,5,977,5
51176,1,21034,9
51177,1,21242,9
51178,1,24678,8
51179,1,18461,7
51180,1,12237,8
51181,1,29716,7
51182,1,28144,6
51183,1,12618,1
51184,1,17526,1
51185,1,27933,8
51186,1,29593,4
51187,1,25983,4
51188,1,15076,8
51189,1,19474,9
51190,1,29343,10
51191,1,25344,8
51192,1,11456,7
51193,1,26214,6
51194,1,12982,4
51195,1,25919,9
51196,1,16147,9
51197,1,14781,9
51198,1,15264,9
51199,1,24051,4
51200,1,22694,10
51201,1,29170,10
51202,1,28965,8
51203,1,25484,9
51204,1,23002,9
51205,1,23429,10
51206,1,17631,10
51207,1,27429,8
51208,1,27093,8
51209,1,29594,4
51210,1,18451,4
51211,1,21709,10
51212,1,13438,9
51213,1,19561,9
51214,1,20256,9
51215,1,19596,9
51216,1,29632,9
51217,1,13783,9
51218,1,21230,9
51219,1,28912,4
51220,1,15655,4
51221,1,14047,8
51222,1,26923,10
51223,1,24219,8
51224,1,22818,7
51225,1,20017,10
51226,1,13958,10
51227,1,16293,8
51228,1,21158,7
51229,1,12607,4
51230,1,13398,4
51231,1,16785,4
51232,1,29603,10
51233,1,19291,9
51234,1,29518,9
51235,1,24502,9
51236,1,14545,9
51237,1,27307,9
51238,1,20336,9
51239,1,13192,9
51240,1,20749,6
51241,1,17798,4
51242,1,23178,4
51243,1,16072,10
51244,1,16662,8
51245,1,27575,7
51246,1,26471,8
51247,1,16326,8
51248,1,18422,7
51249,1,20502,10
51250,1,23037,10
51251,1,18120,7
51252,1,17287,1
51253,1,22445,6
51254,1,12043,4
51255,1,14188,9
51256,1,11541,9
51257,1,18299,4
51258,1,16417,6
51259,1,18120,7
51260,1,23965,8
51261,1,15818,10
51262,1,25956,7
51263,1,13037,10
51264,1,27221,1
51265,1,14057,1
51266,1,21197,9
51267,1,22629,9
51268,1,24790,9
51269,1,15526,9
51270,1,27268,10
51271,1,21637,8
51272,1,26895,10
51273,1,15618,10
51274,1,20279,8
51275,1,20975,1
51276,1,28287,6
51277,1,25147,1
51278,1,29172,8
51279,1,28796,8
51280,1,29207,9
51281,1,29093,9
51282,1,23743,9
51283,1,20314,6
51284,1,20182,10
51285,1,26194,8
51286,1,26064,10
51287,1,26684,8
51288,1,16593,8
51289,1,13316,1
51290,1,19532,9
51291,1,19143,9
51292,1,24756,9
51293,1,22612,9
51294,1,12829,9
51295,1,29366,1
51296,1,21842,8
51297,1,28233,8
51298,1,14443,10
51299,1,12704,8
51300,1,28770,9
51301,1,25022,9
51302,1,21326,7
51303,1,15569,8
51304,1,19343,10
51305,1,27513,7
51306,1,21300,10
51307,1,26202,7
51308,1,11700,4
51309,1,17249,4
51310,1,22423,6
51311,1,22515,9
51312,1,27512,9
51313,1,28313,9
51314,1,16828,9
51315,1,20425,9
51316,1,26346,7
51317,1,27793,7
51318,1,17614,8
51319,1,24904,7
51320,1,11704,7
51321,1,13308,9
51322,1,25786,7
51323,1,18874,8
51324,1,26297,4
51325,1,29239,4
51326,1,13649,7
51327,1,16990,9
51328,1,11790,9
51329,1,21726,1
51330,1,18391,4
51331,1,26099,4
51332,1,26402,1
51333,1,15791,10
51334,1,12392,7
51335,1,18763,7
51336,1,12838,9
51337,1,27084,9
51338,1,13339,9
51339,1,16942,8
51340,1,29057,8
51341,1,25701,7
51342,1,23885,10
51343,1,15273,7
51344,1,19533,4
51345,1,15714,4
51346,1,26418,4
51347,1,15131,1
51348,1,28945,1
51349,1,11889,9
51350,1,18844,9
51351,1,26379,9
51352,1,14862,9
51353,1,21313,4
51354,1,23135,9
51355,1,20002,1
51356,1,13113,4
51357,1,18703,8
51358,1,22860,8
51359,1,19973,9
51360,1,28036,10
51361,1,19148,8
51362,1,24491,1
51363,1,24162,4
51364,1,12406,4
51365,1,18601,4
51366,1,18917,9
51367,1,29472,9
51368,1,22318,9
51369,1,14189,1
51370,1,27255,4
51371,1,13545,1
51372,1,14589,7
51373,1,14492,8
51374,1,29786,9
51375,1,16268,9
51376,1,14727,9
51377,1,22871,9
51378,1,22036,6
51379,1,27983,1
51380,1,21236,4
51381,1,19598,1
51382,1,26671,1
51383,1,25558,7
51384,1,17958,9
51385,1,22487,9
51386,1,25368,9
51387,1,29325,9
51388,1,20896,9
51389,1,25120,8
51390,1,18821,10
51391,1,25612,10
51392,1,19396,7
51393,1,24098,7
51394,1,18064,10
51395,1,16961,4
51396,1,13039,1
51397,1,14947,6
51398,1,20771,1
51399,1,19784,4
51400,1,13177,4
51401,1,13949,1
51402,1,25548,6
51403,1,15322,4
51404,1,17803,4
51405,1,22697,4
51406,1,14345,10
51407,1,29209,9
51408,1,14898,10
51409,1,21465,7
51410,1,21471,8
51411,1,25489,10
51412,1,19767,7
51413,1,14119,6
51414,1,27913,1
51415,1,23266,6
51416,1,15096,10
51417,1,28225,4
51418,1,14682,9
51419,1,22135,9
51420,1,20252,9
51421,1,15412,9
51422,1,23672,9
51423,1,13280,6
51424,1,23676,6
51425,1,17199,4
51426,1,23825,9
51427,1,22782,10
51428,1,26817,7
51429,1,26653,6
51430,1,20583,4
51431,1,17874,1
51432,1,15209,9
51433,1,27355,4
51434,1,20833,4
51435,1,26795,4
51436,1,222,1
51437,1,22145,4
51438,1,20803,1
51439,1,27611,7
51440,1,28941,9
51441,1,27575,7
51442,1,24418,10
51443,1,26195,6
51444,1,20720,4
51445,1,26984,4
51446,1,17968,9
51447,1,13816,9
51448,1,23338,9
51449,1,28477,4
51450,1,27815,9
51451,1,13615,4
51452,1,12918,1
51453,1,26863,10
51454,1,15018,8
51455,1,18287,8
51456,1,18145,10
51457,1,25762,10
51458,1,23517,1
51459,1,16616,4
51460,1,18996,4
51461,1,12373,10
51462,1,18121,9
51463,1,18284,4
51464,1,18047,10
51465,1,12574,1
51466,1,14293,1
51467,1,12907,1
51468,1,28469,1
51469,1,27230,4
51470,1,22995,9
51471,1,14709,9
51472,1,27647,9
51473,1,17852,9
51474,1,20808,1
51475,1,22399,8
51476,1,27547,10
51477,1,19915,10
51478,1,17760,9
51479,1,23516,9
51480,1,28180,7
51481,1,22466,10
51482,1,11986,8
51483,1,11639,10
51484,1,17641,10
51485,1,21157,8
51486,1,15156,4
51487,1,12208,4
51488,1,13621,4
51489,1,18999,4
51490,1,25707,4
51491,1,23337,9
51492,1,16433,9
51493,1,14489,9
51494,1,24460,1
51495,1,14147,6
51496,1,17387,4
51497,1,25248,1
51498,1,17001,4
51499,1,16136,10
51500,1,27765,7
51501,1,25266,8
51502,1,14786,7
51503,1,13164,7
51504,1,12267,4
51505,1,16470,4
51506,1,25399,10
51507,1,26702,9
51508,1,28782,4
51509,1,28055,8
51510,1,16312,10
51511,1,26266,9
51512,1,24540,7
51513,1,29038,7
51514,1,23792,10
51515,1,16837,7
51516,1,16552,8
51517,1,18333,1
51518,1,18960,6
51519,1,15605,6
51520,1,20027,4
51521,1,12389,1
51522,1,22601,9
51523,1,12144,4
51524,1,12136,4
51525,1,23139,10
51526,1,13241,10
51527,1,25901,7
51528,1,23329,9
51529,1,19080,9
51530,1,14190,10
51531,1,16744,10
51532,1,18673,10
51533,1,19633,4
51534,1,26117,4
51535,1,26674,9
51536,1,22057,9
51537,1,27667,9
51538,1,26314,4
51539,1,19130,4
51540,1,12075,4
51541,1,22304,10
51542,1,28956,10
51543,1,29719,9
51544,1,21821,10
51545,1,25984,10
51546,1,29169,8
51547,1,12214,7
51548,1,17119,10
51549,1,27339,10
51550,1,28203,10
51551,1,15438,4
51552,1,23404,1
51553,1,15102,4
51554,1,12589,1
51555,1,20079,6
51556,1,15557,1
51557,1,25972,8
51558,1,16555,9
51559,1,22293,9
51560,1,25197,9
51561,1,21635,9
51562,1,29335,9
51563,1,19449,9
51564,1,22404,4
51565,1,24478,4
51566,1,24777,4
51567,1,20773,4
51568,1,18956,4
51569,1,12037,4
51570,1,26128,8
51571,1,15250,9
51572,1,23690,8
51573,1,12420,10
51574,1,29767,7
51575,1,11509,7
51576,1,11512,8
51577,1,28166,4
51578,1,18497,9
51579,1,19925,9
51580,1,23601,9
51581,1,12909,9
51582,1,24347,9
51583,1,12506,4
51584,1,14297,1
51585,1,22961,4
51586,1,29283,9
51587,1,26913,8
51588,1,19852,8
51589,1,22884,7
51590,1,18173,4
51591,1,14503,4
51592,1,16715,4
51593,1,29645,4
51594,1,17189,9
51595,1,20971,9
51596,1,12820,1
51597,1,13061,9
51598,1,12938,4
51599,1,29114,4
51600,1,13717,4
51601,1,26773,10
51602,1,15273,7
51603,1,27455,10
51604,1,15197,8
51605,1,23764,10
51606,1,24179,10
51607,1,12158,4
51608,1,14163,1
51609,1,27424,4
51610,1,20556,1
51611,1,15540,9
51612,1,16025,9
51613,1,28980,6
51614,1,17008,1
51615,1,22880,1
51616,1,27259,1
51617,1,17738,8
51618,1,29249,7
51619,1,11513,10
51620,1,29435,10
51621,1,19060,7
51622,1,28048,8
51623,1,24827,7
51624,1,19397,10
51625,1,19716,1
51626,1,17901,4
51627,1,16183,9
51628,1,27658,9
51629,1,25290,9
51630,1,27212,4
51631,1,20680,4
51632,1,24146,8
51633,1,13668,7
51634,1,14173,9
51635,1,28981,9
51636,1,14055,9
51637,1,11764,8
51638,1,22302,8
51639,1,25673,10
51640,1,25210,8
51641,1,27021,7
51642,1,15394,8
51643,1,26696,10
51644,1,24044,7
51645,1,27729,1
51646,1,24508,4
51647,1,13303,1
51648,1,28949,1
51649,1,20811,9
51650,1,27345,9
51651,1,26541,9
51652,1,28610,9
51653,1,26658,6
51654,1,14484,4
51655,1,15755,1
51656,1,21387,6
51657,1,16761,1
51658,1,23269,8
51659,1,19975,9
51660,1,12281,8
51661,1,24747,10
51662,1,14341,8
51663,1,19265,8
51664,1,15730,1
51665,1,28097,4
51666,1,25201,9
51667,1,19064,9
51668,1,26896,9
51669,1,14784,4
51670,1,23283,1
51671,1,23562,8
51672,1,27270,10
51673,1,15795,7
51674,1,19682,10
51675,1,29804,4
51676,1,29213,4
51677,1,18553,4
51678,1,11676,1
51679,1,21916,4
51680,1,27678,10
51681,1,15660,10
51682,1,26048,9
51683,1,29438,9
51684,1,20327,9
51685,1,23217,1
51686,1,25432,7
51687,1,12161,8
51688,1,27769,7
51689,1,23716,8
51690,5,752,8
51691,5,756,3
51692,5,499,6
51693,5,930,5
51694,5,503,6
51695,5,753,8
51696,5,714,7
51697,5,753,8
51698,5,480,6
51699,5,454,6
51700,5,461,6
51701,5,916,5
51702,5,448,6
51703,5,447,6
51704,5,489,6
51705,5,957,5
51706,5,1032,4
51707,5,1008,1
51708,5,713,7
51709,5,776,3
51710,5,416,9
51711,5,859,1
51712,5,872,1
51713,5,611,4
51714,5,596,4
51715,5,996,1
51716,5,599,3
51717,5,795,3
51718,5,931,5
51719,5,794,3
51720,5,601,3
51721,5,1099,1
51722,5,1031,4
51723,5,864,1
51724,5,690,7
51725,5,765,2
51726,5,854,1
51727,5,523,6
51728,5,297,1
51729,5,696,7
51730,5,1076,3
51731,5,594,3
51732,5,698,7
51733,5,680,7
51734,5,710,7
51735,5,708,7
51736,5,711,7
51737,5,691,7
51738,5,668,10
51739,5,684,7
51740,5,554,6
51741,5,763,2
51742,5,688,7
51743,5,784,2
51744,5,427,9
51745,5,1005,4
51746,5,914,5
51747,5,798,2
51748,5,779,2
51749,5,625,3
51750,5,718,8
51751,5,754,8
51752,5,709,7
51753,5,718,8
51754,5,32,6
51755,5,501,6
51756,5,500,6
51757,5,496,6
51758,5,909,5
51759,5,922,5
51760,5,936,5
51761,5,727,8
51762,5,829,2
51763,5,655,10
51764,5,1070,4
51765,5,903,1
51766,5,490,6
51767,5,739,8
51768,5,657,10
51769,5,516,6
51770,5,814,2
51771,5,658,10
51772,5,497,6
51773,5,1015,4
51774,5,704,7
51775,5,987,5
51776,5,812,2
51777,5,585,3
51778,5,793,2
51779,5,510,6
51780,5,969,5
51781,5,455,6
51782,5,811,2
51783,5,1104,1
51784,5,816,2
51785,5,644,10
51786,5,468,6
51787,5,641,10
51788,5,654,10
51789,5,899,1
51790,5,828,2
51791,5,538,6
51792,5,851,1
51793,5,524,6
51794,5,796,2
51795,5,1000,4
51796,5,803,5
51797,5,856,1
51798,5,1093,4
51799,5,919,5
51800,5,866,1
51801,5,683,7
51802,5,839,1
51803,5,676,7
51804,5,413,9
51805,5,745,8
51806,5,433,9
51807,5,562,3
51808,5,626,4
51809,5,593,4
51810,5,766,2
51811,5,638,10
51812,5,648,10
51813,5,1046,3
51814,5,409,9
51815,5,665,10
51816,5,979,5
51817,5,748,8
51818,5,460,6
51819,5,673,10
51820,5,667,10
51821,5,1054,1
51822,5,1080,3
51823,5,663,10
51824,5,915,5
51825,5,597,4
51826,5,907,1
51827,5,1009,4
51828,5,1002,3
51829,5,1082,4
51830,5,880,1
51831,5,913,5
51832,5,502,6
51833,5,1053,4
51834,5,412,9
51835,5,737,8
51836,5,587,4
51837,5,729,8
51838,5,870,1
51839,5,459,6
51840,5,424,9
51841,5,802,2
51842,5,1030,4
51843,5,519,6
51844,5,1041,4
51845,5,1040,4
51846,5,905,1
51847,5,553,6
51848,5,1071,4
51849,5,1078,4
51850,5,488,6
51851,5,546,6
51852,5,940,5
51853,5,960,5
51854,5,924,5
51855,5,608,4
51856,5,607,4
51857,5,679,7
51858,5,685,7
51859,5,852,1
51860,5,827,2
51861,5,712,7
51862,5,789,3
51863,5,897,1
51864,5,954,5
51865,5,890,1
51866,5,781,2
51867,5,603,4
51868,5,963,5
51869,5,748,8
51870,5,666,10
51871,5,423,9
51872,5,422,9
51873,5,633,3
51874,5,908,5
51875,5,426,9
51876,1,29045,9
51877,1,16811,7
51878,1,22053,10
51879,1,16545,4
51880,1,29402,1
51881,1,27187,9
51882,1,20043,9
51883,1,22826,9
51884,1,20601,9
51885,1,28102,9
51886,1,15289,9
51887,1,27981,6
51888,1,24444,4
51889,1,25696,1
51890,1,25892,6
51891,1,12890,4
51892,1,12659,4
51893,1,18640,1
51894,1,13346,6
51895,1,28110,4
51896,1,14487,6
51897,1,24892,6
51898,1,18778,6
51899,1,24404,4
51900,1,27593,4
51901,1,25745,8
51902,1,24937,7
51903,1,14804,8
51904,1,28032,7
51905,1,14051,8
51906,1,26733,7
51907,1,19127,10
51908,1,25704,10
51909,1,29648,7
51910,1,28111,6
51911,1,23233,1
51912,1,18848,1
51913,1,28698,4
51914,1,14098,6
51915,1,15147,1
51916,1,12246,6
51917,1,26327,9
51918,1,26395,4
51919,1,23417,4
51920,1,23285,1
51921,1,19560,7
51922,1,20799,9
51923,1,25115,7
51924,1,15116,1
51925,1,13550,6
51926,1,23619,9
51927,1,13148,9
51928,1,20820,9
51929,1,20422,9
51930,1,17863,9
51931,1,15416,9
51932,1,20393,1
51933,1,24521,6
51934,1,12233,4
51935,1,15761,1
51936,1,25057,6
51937,1,14445,6
51938,1,16217,1
51939,1,16343,1
51940,1,27495,6
51941,1,24688,4
51942,1,12222,6
51943,1,29043,6
51944,1,29329,4
51945,1,16549,4
51946,1,14153,6
51947,1,16022,4
51948,1,18581,4
51949,1,20724,7
51950,1,15259,10
51951,1,20995,8
51952,1,16026,10
51953,1,27272,8
51954,1,19829,8
51955,1,13957,10
51956,1,17752,7
51957,1,23200,6
51958,1,19994,1
51959,1,12418,1
51960,1,27322,10
51961,1,21885,9
51962,1,27298,6
51963,1,23670,7
51964,1,14780,9
51965,1,13049,9
51966,1,24395,8
51967,1,13468,8
51968,1,17739,4
51969,1,27405,9
51970,1,15893,9
51971,1,28113,9
51972,1,18576,9
51973,1,27430,9
51974,1,20917,9
51975,1,20842,9
51976,1,20263,9
51977,1,29056,9
51978,1,14460,9
51979,1,23950,10
51980,1,23501,6
51981,1,26843,1
51982,1,27456,1
51983,1,15422,6
51984,1,24248,6
51985,1,24171,4
51986,1,16636,6
51987,1,12489,6
51988,1,11723,6
51989,1,18761,4
51990,1,14588,6
51991,1,18754,6
51992,1,25740,1
51993,1,27603,6
51994,1,11716,1
51995,1,25669,4
51996,1,16500,1
51997,1,24161,7
51998,1,18253,10
51999,1,17445,10
52000,1,15921,7
52001,1,24448,8
52002,1,11826,6
52003,1,18778,6
52004,1,29696,1
52005,1,29453,6
52006,1,24095,4
52007,1,15978,4
52008,1,27668,4
52009,1,21225,4
52010,1,15240,4
52011,1,12509,4
52012,1,24815,10
52013,1,15402,8
52014,1,18948,9
52015,1,15444,1
52016,1,29764,4
52017,1,24044,7
52018,1,20156,9
52019,1,12851,9
52020,1,14467,10
52021,1,14636,8
52022,1,17082,10
52023,1,21707,6
52024,1,11508,9
52025,1,15289,9
52026,1,14045,9
52027,1,14870,9
52028,1,17703,9
52029,1,21873,9
52030,1,26906,9
52031,1,21928,9
52032,1,22016,10
52033,1,24215,10
52034,1,26844,6
52035,1,22168,6
52036,1,28246,1
52037,1,27928,4
52038,1,20595,1
52039,1,19537,1
52040,1,21169,6
52041,1,29140,6
52042,1,16275,6
52043,1,18164,4
52044,1,14926,1
52045,1,29298,4
52046,1,25436,6
52047,1,21407,6
52048,1,21836,6
52049,1,21303,7
52050,1,19604,7
52051,1,12483,7
52052,1,22582,10
52053,1,14672,6
52054,1,17565,1
52055,1,26372,1
52056,1,13637,4
52057,1,27977,6
52058,1,14922,1
52059,1,16826,7
52060,1,22691,9
52061,1,22768,9
52062,1,22333,1
52063,1,20866,4
52064,1,15249,8
52065,1,28091,9
52066,1,14481,1
52067,1,26033,4
52068,1,13162,9
52069,1,12948,9
52070,1,15112,9
52071,1,11891,9
52072,1,23662,9
52073,1,27943,9
52074,1,21619,6
52075,1,14646,4
52076,1,23630,1
52077,1,14141,1
52078,1,27406,4
52079,1,21904,4
52080,1,23659,4
52081,1,16843,1
52082,1,21399,1
52083,1,22168,6
52084,1,13567,6
52085,1,14046,6
52086,1,23762,4
52087,1,29753,1
52088,1,28424,6
52089,1,28950,4
52090,1,17837,1
52091,1,25369,6
52092,1,21910,6
52093,1,27750,1
52094,1,16795,4
52095,1,29292,1
52096,1,12181,7
52097,1,21302,7
52098,1,16513,10
52099,1,28669,10
52100,1,29146,8
52101,1,22347,6
52102,1,15689,8
52103,1,25499,6
52104,1,21499,4
52105,1,15797,1
52106,1,12694,4
52107,1,14955,9
52108,1,29302,10
52109,1,25445,7
52110,1,21463,8
52111,1,16335,7
52112,1,28142,10
52113,1,13890,6
52114,1,15271,9
52115,1,28750,9
52116,1,22359,9
52117,1,13722,9
52118,1,24662,9
52119,1,24271,9
52120,1,14679,7
52121,1,14925,10
52122,1,23827,4
52123,1,23092,1
52124,1,12777,2
52125,1,14945,6
52126,1,24847,4
52127,1,25073,6
52128,1,29234,4
52129,1,20787,6
52130,1,14749,4
52131,1,17789,1
52132,1,15182,1
52133,1,17720,4
52134,1,20078,10
52135,1,23983,1
52136,1,22648,7
52137,1,22295,8
52138,1,29462,10
52139,1,26704,10
52140,1,26521,8
52141,1,25275,8
52142,1,13664,10
52143,1,13399,8
52144,1,12519,6
52145,1,12731,4
52146,1,23786,6
52147,1,22243,1
52148,1,29013,9
52149,1,26880,9
52150,1,17281,4
52151,1,16678,10
52152,1,25788,10
52153,1,26748,9
52154,1,24689,9
52155,1,27498,9
52156,1,25353,9
52157,1,20497,9
52158,1,27713,9
52159,1,28071,9
52160,1,11572,10
52161,1,19661,10
52162,1,26219,8
52163,1,14375,4
52164,1,23665,9
52165,1,13913,9
52166,1,21672,9
52167,1,29505,10
52168,1,13452,8
52169,1,11826,6
52170,1,22285,6
52171,1,19740,6
52172,1,17269,1
52173,1,22608,1
52174,1,21221,1
52175,1,28199,4
52176,1,14966,6
52177,1,13677,4
52178,1,18286,6
52179,1,17695,1
52180,1,27848,1
52181,1,21121,6
52182,1,15016,1
52183,1,16672,4
52184,1,22618,6
52185,1,22970,6
52186,1,18438,4
52187,1,15314,4
52188,1,11810,1
52189,1,27922,1
52190,1,29805,4
52191,1,20359,6
52192,1,12441,6
52193,1,15956,4
52194,1,19047,7
52195,1,26841,4
52196,1,14114,8
52197,1,20532,10
52198,1,19255,10
52199,1,17455,7
52200,1,26038,6
52201,1,13401,4
52202,1,12010,6
52203,1,18919,4
52204,1,25244,7
52205,1,15505,9
52206,1,12369,9
52207,1,17481,9
52208,1,23024,1
52209,1,18216,7
52210,1,11493,9
52211,1,17590,9
52212,1,11651,9
52213,1,18139,7
52214,1,18235,7
52215,1,16301,4
52216,1,24745,9
52217,1,20526,9
52218,1,21498,9
52219,1,20659,9
52220,1,27035,9
52221,1,27380,9
52222,1,19502,8
52223,1,12532,10
52224,1,13981,10
52225,1,15585,1
52226,1,29133,4
52227,1,13926,1
52228,1,27228,1
52229,1,21467,1
52230,1,12976,1
52231,1,18129,6
52232,1,20297,4
52233,1,23164,4
52234,1,19192,4
52235,1,23393,4
52236,1,26589,1
52237,1,27419,6
52238,1,15543,1
52239,1,16913,1
52240,1,19600,6
52241,1,19853,4
52242,1,27428,4
52243,1,18337,6
52244,1,12653,6
52245,1,28638,4
52246,1,28746,7
52247,1,27302,7
52248,1,25649,7
52249,1,19213,6
52250,1,18227,4
52251,1,24801,1
52252,1,26966,10
52253,1,27260,10
52254,1,25755,10
52255,1,19931,7
52256,1,13225,10
52257,1,13124,7
52258,1,13038,10
52259,1,15868,10
52260,1,17796,8
52261,1,17817,6
52262,1,24480,4
52263,1,24104,4
52264,1,21986,1
52265,1,12173,1
52266,1,13185,4
52267,1,15296,1
52268,1,20415,7
52269,1,15897,9
52270,1,20537,9
52271,1,18542,9
52272,1,24992,4
52273,1,19493,4
52274,1,24407,4
52275,1,19510,4
52276,1,25560,7
52277,1,15735,7
52278,1,11582,9
52279,1,25747,9
52280,1,15270,9
52281,1,24280,9
52282,1,24721,10
52283,1,15711,1
52284,1,17409,1
52285,1,25366,9
52286,1,12561,9
52287,1,19814,9
52288,1,21276,9
52289,1,27946,9
52290,1,29530,9
52291,1,27597,9
52292,1,15567,9
52293,1,17151,9
52294,1,21585,8
52295,1,17830,8
52296,1,29738,8
52297,1,21941,10
52298,1,17100,4
52299,1,18754,6
52300,1,26599,4
52301,1,14630,4
52302,1,25501,6
52303,1,22457,4
52304,1,22465,6
52305,1,12873,6
52306,1,25238,4
52307,1,14198,6
52308,1,25770,8
52309,1,29648,7
52310,1,14504,10
52311,1,14853,8
52312,1,25205,8
52313,1,12751,8
52314,1,17013,4
52315,1,22234,8
52316,1,20581,8
52317,1,13875,10
52318,1,17154,4
52319,1,27583,4
52320,1,26151,1
52321,1,23529,1
52322,1,28921,1
52323,1,21907,9
52324,1,27610,9
52325,1,13478,4
52326,1,24997,1
52327,1,28133,7
52328,1,18151,9
52329,1,21353,7
52330,1,13091,9
52331,1,22093,9
52332,1,11508,9
52333,1,16084,4
52334,1,14458,1
52335,1,22984,4
